0.294,1.579,3.866,4.809,4.973,4.996,5,5,5
0.297,1.591,3.876,4.811,4.974,4.996,5,5,5
0.255,1.423,3.731,4.78,4.969,4.996,4.999,5,5
0.248,1.39,3.699,4.773,4.968,4.996,4.999,5,5
0.228,1.305,3.615,4.754,4.965,4.995,4.999,5,5
0.237,1.343,3.654,4.763,4.966,4.995,4.999,5,5
0.29,1.563,3.853,4.806,4.973,4.996,5,5,5
0.236,1.34,3.651,4.762,4.966,4.995,4.999,5,5
0.322,1.686,3.949,4.826,4.976,4.997,5,5,5
0.362,1.828,4.049,4.846,4.979,4.997,5,5,5
0.311,1.643,3.917,4.82,4.975,4.997,5,5,5
0.335,1.735,3.985,4.833,4.977,4.997,5,5,5
0.322,1.687,3.95,4.826,4.976,4.997,5,5,5
0.477,2.19,4.26,4.885,4.984,4.998,5,5,5
0.55,2.386,4.354,4.902,4.986,4.998,5,5,5
0.445,2.096,4.21,4.876,4.983,4.998,5,5,5
0.501,2.257,4.294,4.891,4.985,4.998,5,5,5
0.524,2.32,4.324,4.896,4.986,4.998,5,5,5
0.443,2.089,4.207,4.876,4.983,4.998,5,5,5
0.512,2.288,4.309,4.894,4.985,4.998,5,5,5
0.51,2.283,4.306,4.893,4.985,4.998,5,5,5
0.391,1.926,4.112,4.858,4.98,4.997,5,5,5
0.417,2.011,4.163,4.867,4.982,4.998,5,5,5
0.424,2.031,4.174,4.87,4.982,4.998,5,5,5
0.399,1.951,4.127,4.861,4.981,4.997,5,5,5
0.338,1.744,3.991,4.835,4.977,4.997,5,5,5
0.344,1.764,4.006,4.838,4.977,4.997,5,5,5
0.306,1.626,3.904,4.817,4.974,4.997,5,5,5
0.339,1.747,3.994,4.835,4.977,4.997,5,5,5
0.371,1.861,4.071,4.85,4.979,4.997,5,5,5
0.567,2.43,4.374,4.905,4.987,4.998,5,5,5
0.529,2.331,4.329,4.897,4.986,4.998,5,5,5
0.583,2.47,4.391,4.908,4.987,4.998,5,5,5
0.585,2.473,4.393,4.908,4.987,4.998,5,5,5
0.42,2.019,4.167,4.868,4.982,4.998,5,5,5
0.437,2.072,4.197,4.874,4.983,4.998,5,5,5
0.506,2.272,4.301,4.892,4.985,4.998,5,5,5
0.503,2.262,4.296,4.892,4.985,4.998,5,5,5
0.427,2.041,4.18,4.871,4.982,4.998,5,5,5
0.301,1.606,3.888,4.814,4.974,4.996,5,5,5
0.376,1.877,4.081,4.852,4.979,4.997,5,5,5
0.407,1.977,4.143,4.864,4.981,4.997,5,5,5
0.355,1.804,4.033,4.843,4.978,4.997,5,5,5
0.364,1.834,4.053,4.847,4.979,4.997,5,5,5
0.375,1.874,4.079,4.852,4.979,4.997,5,5,5
0.254,1.417,3.725,4.779,4.969,4.996,4.999,5,5
0.183,1.098,3.376,4.694,4.956,4.994,4.999,5,5
0.18,1.081,3.354,4.689,4.955,4.994,4.999,5,5
0.201,1.181,3.478,4.721,4.96,4.995,4.999,5,5
0.267,1.471,3.774,4.789,4.97,4.996,4.999,5,5
0.202,1.185,3.482,4.722,4.96,4.995,4.999,5,5
0.241,1.363,3.674,4.767,4.967,4.996,4.999,5,5
0.341,1.757,4,4.836,4.977,4.997,5,5,5
0.354,1.8,4.03,4.842,4.978,4.997,5,5,5
0.354,1.799,4.03,4.842,4.978,4.997,5,5,5
0.491,2.231,4.281,4.889,4.985,4.998,5,5,5
0.547,2.379,4.351,4.901,4.986,4.998,5,5,5
0.522,2.315,4.321,4.896,4.986,4.998,5,5,5
0.586,2.475,4.393,4.908,4.987,4.998,5,5,5
0.493,2.235,4.283,4.889,4.985,4.998,5,5,5
0.447,2.102,4.214,4.877,4.983,4.998,5,5,5
0.473,2.178,4.254,4.884,4.984,4.998,5,5,5
0.482,2.204,4.267,4.886,4.984,4.998,5,5,5
0.483,2.206,4.268,4.887,4.984,4.998,5,5,5
0.452,2.117,4.222,4.878,4.983,4.998,5,5,5
0.414,2,4.156,4.866,4.981,4.997,5,5,5
0.48,2.198,4.265,4.886,4.984,4.998,5,5,5
0.473,2.178,4.254,4.884,4.984,4.998,5,5,5
0.496,2.242,4.287,4.89,4.985,4.998,5,5,5
0.57,2.438,4.377,4.906,4.987,4.998,5,5,5
0.5,2.253,4.292,4.891,4.985,4.998,5,5,5
0.517,2.301,4.315,4.895,4.986,4.998,5,5,5
0.565,2.425,4.372,4.905,4.987,4.998,5,5,5
0.492,2.231,4.281,4.889,4.985,4.998,5,5,5
0.516,2.298,4.313,4.895,4.985,4.998,5,5,5
0.508,2.275,4.303,4.893,4.985,4.998,5,5,5
0.545,2.373,4.349,4.901,4.986,4.998,5,5,5
0.514,2.292,4.311,4.894,4.985,4.998,5,5,5
0.525,2.321,4.324,4.896,4.986,4.998,5,5,5
0.432,2.055,4.188,4.872,4.982,4.998,5,5,5
0.316,1.665,3.934,4.823,4.975,4.997,5,5,5
0.353,1.798,4.029,4.842,4.978,4.997,5,5,5
0.226,1.295,3.605,4.751,4.965,4.995,4.999,5,5
0.206,1.203,3.503,4.727,4.961,4.995,4.999,5,5
0.228,1.306,3.615,4.754,4.965,4.995,4.999,5,5
0.215,1.246,3.551,4.738,4.963,4.995,4.999,5,5
0.266,1.467,3.771,4.789,4.97,4.996,4.999,5,5
0.241,1.361,3.672,4.767,4.967,4.996,4.999,5,5
0.324,1.692,3.954,4.827,4.976,4.997,5,5,5
0.344,1.764,4.006,4.837,4.977,4.997,5,5,5
0.261,1.444,3.75,4.784,4.97,4.996,4.999,5,5
0.24,1.359,3.669,4.766,4.967,4.996,4.999,5,5
0.304,1.616,3.896,4.815,4.974,4.996,5,5,5
0.283,1.535,3.83,4.802,4.972,4.996,4.999,5,5
0.269,1.478,3.781,4.791,4.971,4.996,4.999,5,5
0.273,1.496,3.796,4.794,4.971,4.996,4.999,5,5
0.324,1.694,3.956,4.827,4.976,4.997,5,5,5
0.265,1.462,3.767,4.788,4.97,4.996,4.999,5,5
0.345,1.769,4.009,4.838,4.977,4.997,5,5,5
0.363,1.831,4.051,4.846,4.979,4.997,5,5,5
0.488,2.221,4.276,4.888,4.985,4.998,5,5,5
0.41,1.989,4.15,4.865,4.981,4.997,5,5,5
0.372,1.862,4.072,4.85,4.979,4.997,5,5,5
0.387,1.912,4.103,4.856,4.98,4.997,5,5,5
0.379,1.888,4.088,4.854,4.98,4.997,5,5,5
0.357,1.812,4.038,4.844,4.978,4.997,5,5,5
0.378,1.882,4.084,4.853,4.98,4.997,5,5,5
0.349,1.783,4.019,4.84,4.978,4.997,5,5,5
0.307,1.631,3.908,4.818,4.975,4.997,5,5,5
0.428,2.044,4.182,4.871,4.982,4.998,5,5,5
0.38,1.891,4.09,4.854,4.98,4.997,5,5,5
0.441,2.083,4.203,4.875,4.983,4.998,5,5,5
0.346,1.773,4.012,4.839,4.978,4.997,5,5,5
0.214,1.243,3.548,4.738,4.963,4.995,4.999,5,5
0.254,1.418,3.726,4.779,4.969,4.996,4.999,5,5
0.206,1.207,3.508,4.728,4.961,4.995,4.999,5,5
0.24,1.359,3.669,4.766,4.967,4.996,4.999,5,5
0.231,1.317,3.627,4.756,4.966,4.995,4.999,5,5
0.284,1.538,3.833,4.802,4.972,4.996,4.999,5,5
0.299,1.598,3.882,4.812,4.974,4.996,5,5,5
0.273,1.495,3.796,4.794,4.971,4.996,4.999,5,5
0.3,1.602,3.885,4.813,4.974,4.996,5,5,5
0.382,1.898,4.094,4.855,4.98,4.997,5,5,5
0.324,1.694,3.955,4.827,4.976,4.997,5,5,5
0.335,1.734,3.984,4.833,4.977,4.997,5,5,5
